corp_code,corp_name,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00592592,코리아퍼시픽06호 선박투자회사,코리아퍼시픽06호선박투자회사,093410,신주선,기타,2201110058032.0,6168158271,제주특별자치도 제주시 연삼로 473 중소기업지원센터,koreashipfinance.com,미제공,02-559-1900,02-559-1950,76190,20060921,12
00844884,중국고섬공고유한공사,중국고섬공고유한공사,950070,류대황(Liu Dehuang),기타,미제공,200817812K,"9 Battery Road #15-01 Straits Trading Building, Singapore 049910",chinagaoxian.com,미제공,572-256-1723,미제공,6499,20080909,12
00102645,글로스텍(주),글로스텍,012410,최재균,기타,1201110005290.0,1228107883,인천광역시 부평구 청천동 391-12 ,www.glostech.co.kr,미제공,02-559-9514,02-559-9555,2611,19760707,12
00680161,연합과기공고유한공사,연합과기공고유한공사,900030,장홍걸,기타,미제공,1109750,"Units 3306-12,33/F., Shui On Centre, Nos. 6-8 Harbour Road, Wanchai, HongKong",united-cn.com,미제공,02-3443-5717,02-3443-5719,64992,20070213,12
00480905,(주)영찬테크,영찬테크,085990,배필수,기타,1101111627590.0,2298135434,경기도 안산시 상록구 평안로 25-1 (사동) 2층,미제공,미제공,031-8002-2150,031-8002-2155,29271,19990111,12
00890333,(주)케이비부국제1호개발전문위탁관리부동산투자회사,케이비부국제1호개발전문위탁관리부동산투자회사,149130,김인,기타,1101114550996.0,2208813806,"서울특별시 강남구  테헤란로 124 (역삼동,풍림빌딩15,16층 케이비부동산신탁주식회사내)",미제공,미제공,02-2190-9871,미제공,68121,20110308,10
00510534,아시아퍼시픽8호선박투자회사,아시아퍼시픽8호선박투자회사,081930,신주선,기타,1801110497312.0,6028134741,부산광역시 영도구  남항서로 6-7,www.koreashipfinance.com,미제공,02-559-1900,02-559-1950,76190,20041005,12
00150855,진흥저축은행(주),진흥저축은행,007200,한상구,기타,1101110112724.0,1048133253,서울특별시 중구 북창동 93-52,www.jsbank.co.kr,미제공,02-3455-0700,3455-0896,64131,19710329,6
00173634,(주)에듀언스,에듀언스,009010,하태윤,기타,1301110001577.0,1248100964,"경기도 오산시 원동 813-5 중앙씨티월 3차 4층 401호 (도로명주소:경기도 오산시 대원로 57, 4층 401호(？",www.eduence.com,미제공,02-567-3080,02-567-0288,85501,19730711,12
00830377,성융광전투자유한공사,성융광전투자유한공사,900150,이규성,기타,미제공,1228410,홍콩 완차이 헤네시가 139 차이나오버시스투자빌딩 7층 A호,www.shenglong-solar.co.kr,미제공,852-2851-1477,02-532-8222,6499,20080417,12
00224567,(주)샤인시스템,샤인시스템,066300, 이호영,기타,1101110432908.0,1248114546,경기도 용인시 기흥구 흥덕중앙로 120 유타워 2105호,www.shine.co.kr,미제공,031)203-3933,031)203-4933,22211,19840128,12
00582054,(주)씨모텍,씨모텍,081090,-,기타,1101112517120.0,1078617316,"서울특별시 송파구 오금로 58 (신천동, 잠실아이스페이스) 1208호",www.cmotech.com,미제공,02-368-9800,02-785-2369,2642,20020506,12
00125929,(주)에스컴,에스컴,014900,신승학,기타,1301110008359.0,1348104685,경기도 안산시 단원구 능안로 98-12 2층 에스컴 (구 삼보컴퓨터),미제공,미제공,031-489-3000,031-489-3333,68112,19800702,12
00502793,아시아퍼시픽1호선박투자회사,아시아퍼시픽1호선박투자회사,080180,신주선,기타,1801110487701.0,6028133572,부산광역시 영도구  남항서로 6-7,www.koreashipfinance.com,미제공,02-559-1900,02-559-1950,76190,20040618,12
00505550,아시아퍼시픽3호선박투자회사,아시아퍼시픽3호선박투자회사,081200,신주선,기타,1801110493394.0,6028134493,부산광역시 영도구  남항서로 6-7,www.koreashipfinance.com,미제공,02-559-1900,025591950,76190,20041004,12
00104704,한국저축은행(주),한국저축은행,025610,이통천,기타,1101110338693.0,2018113602,서울특별시 중구 을지로2가 6번지 내외빌딩 4층,www.ksbank.co.kr,미제공,02-753-3331,02-3455-0896,64131,19821207,6
00361035,미리넷(주),미리넷,056710,이상철,기타,1101111180514.0,1168137155,서울특별시 강동구 길동 459-3 휴다임타워 ,www.millinet.co.kr,미제공,02-2142-2800,02-2142-2828,26410,19950725,12
00630111,3노드디지탈그룹유한공사,3노드디지탈그룹유한공사,900010,리유쯔슝,기타,미제공,21611,케이만군도 그랜드케이만조지타운스코티아4층 사서함2804호,www.3nod.com.cn/index/index.aspx,미제공,86-755-2986-6888,86-755-8633-8357,64992,19960703,12
00264802,(주)유일엔시스,유일엔시스,038720,김웅수,기타,1760110007052.0,5138106305,경기도 화성시 팔탄면 구장리 127-28,www.youil.com,미제공,031-354-1900,031-354-1909,29271,19920827,12
00399773,(주)케이피케미칼,케이피케미칼,064420,김창규,기타,2301110082112.0,6108155067,울산광역시 남구 상개동 427-3,www.kpchem.co.kr,미제공,02-840-0000,02-840-0010,20111,20011228,12
00265263,토자이홀딩스 주식회사,토자이홀딩스,037700,Andrew Roberto Mankiewicz,기타,1101111506835.0,1148182673,서울특별시 강남구 논현동 87-2 미래빌딩 3층 ,www.tozaiholdings.com,미제공,02-2184-7777,02-2184-7799,4659,19980123,12
00154189,케이비물산(주),케이비물산,008540,"이호중, 박형준(각자대표이사)",기타,2149110000465.0,4038100149,전라북도 익산시 신흥동 806-12,www.ilkyung.com,미제공,063-833-5171,(02)815-5161,14120,19730214,1
00229818,(주)터보테크,터보테크,032420,"고성태,박시철",기타,1101110569694.0,2148159263,충청남도 아산시  음봉면 연암율금로 237-37 (주)터보테크,www.turbotek.co.kr,미제공,041-545-8133,031-710-5656,2642,19880407,12
00252393,(주)예당컴퍼니,예당컴퍼니,049000,대표이사 김선욱,기타,1101110898423.0,1058155599,서울특별시 서초구 반포대로20길 29 예당빌딩 (서초동),www.yedang.co.kr,미제공,02  -2106-2515,02-597-2138,59201,19921028,12
00350118,(주)뉴젠아이씨티,뉴젠아이씨티,054150,김기홍,기타,1101110364408.0,2298101351,서울특별시 마포구 용강동 494-38 세정빌딩 4층 402호 ,www.newgenict.co.kr,미제공,02-514-3156,02-514-3236,46510,19840124,12
00269773,(주)대양글로벌,대양글로벌,040180,김주연,기타,1101110892136.0,2148147340,서울특별시 강남구 신사동 502-5 뮤직메트로빌딩 별관2층 ,www.koreahinet.co.kr,미제공,02-523-1112,02  -780 -2926,62021,19920925,12
00334767,엔하이테크(주),엔하이테크,046720,김유겸,기타,1201110105727.0,1398122204,경기도 김포시 대곶면 율생리383-1 ,www.n-hitech.co.kr,미제공,(031)981-9911,(031)981-9950,2612,19941231,12
00453752,(주)제너시스템즈,제너시스템즈,073930,강용구,기타,1101111885099.0,2148649659,서울특별시 강남구 역삼동 824-25 대우디오빌플러스1034 ,www.xener.com,미제공,02-3438-5000,02-3438-4902,58221,20000222,3
00140919,(주)엘트온,엘트온,015050,박현철,기타,1243110011273.0,1308112621,충청남도 아산시 둔포면 운용길 27,www.vhtcorp.co.kr,미제공,041-531-0655,041-531-0651,26211,19801020,12
00255840,태산엘시디(주),태산엘시디,036210,최태현,기타,1101110342404.0,1298114425,충청남도 아산시  음봉면 음봉면로 92,www.taesanlcd.co.kr,미제공,041-537-7851,041-537-7848,26211,19830120,12
00133034,성원건설(주),성원건설,012090,임휘문,기타,1101110211526.0,4188101664,전라북도 전주시 덕진구 팔달로 375-7,www.sungwon.co.kr,미제공,063-274-2260,063-274-0036,41221,19770327,12
00161028,대우송도개발(주),대우송도개발,004550,지건열,기타,1201110005414.0,1228108432,인천광역시 부평구 부평대로 337 대우송도개발(주),www.dw-songdo.co.kr,미제공,032-510-4114,032-510-4300,45110,19660325,12
00174475,(주)현대금속,현대금속,018410,신장우,기타,1701110021634.0,5038106967,대구광역시 달서구 대천동 720,www.hyundaemetal.co.kr,미제공,053-589-9831,02)541-6749,25932,19851023,12
00251482,(주)트라이써클,트라이써클,034010,윤경희,기타,1101110848973.0,1128141851,경기도 의왕시 오전동 174 대현테크노월드 11층 ,www.12345-english.com,미제공,02-520-6800,02-520-6899,85503,19920406,12
00824659,아이비케이에스스마트에스엠이기업인수목적1호(주),아이비케이에스스마트에스엠이기업인수목적1호,126680,유은상,기타,1314110240920.0,1348666124,경기도 안산시 단원구 원시동 773-9 기업은행 반월지점 2층,-,미제공,031-493-2210,02-6915-5804,6619,20100423,12
00259536,네스테크(주),네스테크,037540,조완규,기타,1101110728381.0,1058150798,서울특별시 구로구 구로동 197-33번지 이앤씨벤처드림타워3차 13층 ,www.nex-tek.com,미제공,02-3140-1465,02  -3140-1488,27212,19901029,12
00505198,동북아5호선박투자회사,동북아5호선박투자회사,080980,권기훈,기타,1801110490522.0,6068187444,부산광역시 사상구 사상로 461 (모라동),-,미제공,02-590-1400,02-590-1414,71531,20040715,12
00679730,(주)파브코,파브코,101990,조남일,기타,1701110355257.0,5148164841,대구광역시 달성군 논공읍 논공로 597,pavco.co.kr,미제공,053-610-7000,053-615-0566,30,20080508,12
00803504,우리기업인수목적1호(주),우리기업인수목적1호,122750,이병훈,기타,1101114252922.0,1078729949,서울특별시 영등포구 여의도동 우리투자증권빌딩 23-4,-,미제공,02-750-5772,02-750-5788,6619,20091230,12
00352295,(주)인젠,인젠,041630,Mr. Wang Guanyu,기타,1601110068729.0,3148120898,서울특별시 영등포구 문래동5가 9 벽산디지털밸리 701,www.inzen.com,미제공,02-2678-1501,02-2678-1507,58221,19980201,12
00808262,부국퓨쳐스타즈기업인수목적주식회사,부국퓨쳐스타즈기업인수목적,123300,임종태,기타,1101114300474.0,1078732920,서울특별시 영등포구 여의도동 부국증권빌딩 34-2,www.bookook.co.kr,미제공,02-368-9569,02-368-9519,64,20100310,12
00240088,(주)지앤에스티,지앤에스티,036920,이 진수,기타,1101110529903.0,1248135110,경기도 성남시 중원구 상대원동 333-9번지 ,www.gnstec.com,미제공,02-6220-2190,02-6220-2195,46103,19870508,12
00560025,(주)코크렙제8호위탁관리부동산투자회사,코크렙제8호위탁관리부동산투자회사,090540,신창우,기타,1101113460394.0,2208729825,"서울특별시 강남구 삼성로 511, ㈜코람코자산신탁내 (삼성동, 골든타워)",-,미제공,02-787-0066,02-2088-6622,68112,20060518,6
00140380,유니온스틸(주),유니온스틸,003640,"장세욱, 이용수(각자 대표이사)",기타,1101110041501.0,1028118542,서울특별시 중구  을지로5길 19,www.unionsteel.co.kr,미제공,02-2222-0114,02-2222-0278,24122,19621210,12
00101275,경남모직(주),경남모직,001670,박해승,기타,1901110004107.0,6088107505,경상남도 마산시 회원구 봉암동 666-158번지,www.knwool.co.kr,미제공,055-250-2000,055-296-3121,13212,19560127,12
00797674,(주)대우증권그린코리아기업인수목적회사,대우증권그린코리아기업인수목적회사,121910,지성배,기타,1353110013507.0,1388156695,경기도 과천시 중앙동 36 ~100 38,-,미제공,02-3679-6288,02-3679-6289,64999,20091215,3
00244589,(주)지노시스템,지노시스템,033850,"이을구, 전정철( 각자대표이사)",기타,1801110076645.0,5148118385,서울특별시 영등포구 문래동3가 82-29 우리벤처2빌딩 1207호 ,www.g-inno.com,미제공,02-2636-0601,02-2068-5276,58222,19871201,12
00802028,(주)한국투자신성장1호기업인수목적회사,한국투자신성장1호기업인수목적회사,123290,이병국,기타,1101114292035.0,1078732366,서울특별시 영등포구 여의도동 27-1,-,미제공,02-3276-5880,미제공,66199,20100225,12
00371519,(주)휴먼텍코리아,휴먼텍코리아,066060,"박청윤, 정한슬",기타,1101111588677.0,2158171713,경기도 성남시 수정구 수진동 4624 삼성화재성남사옥 3층,www.humantec.co.kr,미제공,(02)3403-8463,02-3403-8318,72129,19980922,12
00126593,에스에스씨피(주),에스에스씨피,071660,오정현,기타,1341110011928.0,1348100433,경기도 안산시 단원구 성곡동 629-3 ,www.sscpcorp.com,미제공,031-786-5821,031-786-5880,2049,19850731,12
00220181,(주)평산,평산,089480,신동수 단독대표,기타,1801110150655.0,6038120949,부산광역시 강서구 지사동 1178-4번지 ,www.psminc.co.kr,미제공,051-970-3000,051-970-3002,25912,19940106,12
00254009,(주)지디코프,지디코프,036610,최용준,기타,1101111430117.0,1058187581,서울특별시 강남구 개포로 640 501호 (일원동),미제공,미제공,02-2040-3763,02-3412-6513,59114,19970623,12
00505541,아시아퍼시픽2호선박투자회사,아시아퍼시픽2호선박투자회사,081190,신주선,기타,1801110493386.0,6028134488,부산광역시 영도구  남항서로 6-7,www.koreashipfinance.com,미제공,02-559-1900,025591950,76190,20040819,12
00828309,동부티에스블랙펄기업인수목적(주),동부티에스블랙펄기업인수목적,128910,이정수,기타,1101114350502.0,1078736305,서울특별시 영등포구 여의도동 36 -5 동부증권빌딩 4층,미제공,미제공,02-369-3793,02-761-7365,66199,20100514,12
00349468,(주)블루젬디앤씨,블루젬디앤씨,053040,김형식,기타,1101111458482.0,2148619285,서울특별시 강남구 논현동 97-7번지 청호빌딩 3층 ,"bluegemdnc.co,kr",미제공,02-574-0506,02-572-7891,204,19970902,12
00142564,(주)우방,우방,013200,심광수,기타,1701110008658.0,5028102575,대구광역시 북구 침산3동 연우빌딩 416-8,www.woobang.co.kr,미제공,053-607-9000,053-359-3841,4111,19780408,12
00225210,(주)퓨쳐인포넷,퓨쳐인포넷,058690,류원기,기타,1101110828933.0,2118643393,"서울특별시 강남구 대치동 1001-13,14,15 ",www.futureinfonet.com,미제공,(02)3441-5300,(02)517-8610,58221,19920113,12
00560991,(주)맥스브로,맥스브로,088810,김정훈,기타,1358110124049.0,1248642877,경기도 수원시 영통구 망포동 386 센트럴타워4층 ,미제공,미제공,031-202-8535,02-596-2553,2224,20060306,12
00134909,(주)소예,소예,035010,이재성,기타,1311110002045.0,1298102424,경기도 성남시 분당구 서현동 254-4 여암빌딩 3층 ,www.soyea.com,미제공,031-740-4220,031-744-0312,467,19740307,6
00507257,(주)아이알디,아이알디,084810,권오남,기타,1101111775745.0,2148638583,충청남도 천안시 성정동 1268번지 ,www.e-ird.com,미제공,041-551-0185,02-554-9468,29271,19990917,12
00234555,씨엔씨엔터프라이즈(주),씨엔씨엔터프라이즈,038420,임신상,기타,1101111044182.0,1208162556,서울특별시 서초구 양재동 2-44 서원빌딩 3층,www.cncen.com,미제공,070-7405-9723,02-542-2192,292,19940608,12
00262682,(주)아인스엠앤엠,아인스엠앤엠,040740,김수겸,기타,1101111697832.0,2208161779,서울특별시 강남구 논현동 231-13 팍스타워 5층 ,www.taewon.com,미제공,(02)2017-0000,02-3448-0139,59111,19990514,12
00251385,(주)보광티에스,보광티에스,066690, 손 성 욱,기타,1746110032166.0,5068128617,경상북도 칠곡군 석적면 중리 408-1 ,bkts.co.kr,미제공,02-6093-0165,02-546-3678,2592,19980510,12
00684547,하이트맥주(주),하이트맥주,103150,"박문덕, 김지현",기타,1101113927427.0,2118815168,서울특별시 강남구 청담동 132-12,-,미제공,3219-0114,02-515-0006,11,20080701,12
00236368,(주)엠엔에프씨,엠엔에프씨,048640,조성우 단독대표,기타,1648110007452.0,3128117946,서울특별시 마포구 상암동 디엠씨비6-2 트루텍빌딩4층 ,www.dong-woo.com,미제공,031-650-2200,-    -,22214,19941212,12
00264796,(주)스톰이앤에프,스톰이앤에프,043680,이준,기타,1601110041733.0,3148109777,서울특별시 강남구 논현동 267-15 봄빌딩 B동 ,www.dechocolateentf.com,미제공,02-513-5000,02-549-4600,5911,19940819,12
00264981,(주)디에이치패션,디에이치패션,045260,이장훈,기타,1101111468952.0,2118625852,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-100-4 ,www.enerlands.com,미제공,02-6000-7824,02-6000-3728,467,19971004,12
00388272,(주)쓰리디월드,쓰리디월드,065340,문용훈 (단독대표),기타,1341110072649.0,1238155559,서울특별시 금천구 가산동 680번지 우림라이온스밸리2차 7층 ,www.dmtechnology.co.kr,미제공,02-864-2975,02-864-2976,26,20000320,12
00211271,제넥셀세인(주),제넥셀세인,034660,이 문 일,기타,1341110030316.0,1388103183,대전광역시 유성구 구성동 23 한국과학기술원 E18동 2층 ,www.genexel.com,미제공,02 - 575 - 1141,02-2090-1999,27111,19900211,12
00161639,메리츠종합금융(주),메리츠종합금융,012420,김동훈,기타,1101110216360.0,2018105382,서울특별시 중구 태평로1가 84번지 서울파이낸스센터 5층,www.imeritzbank.com,미제공,02-777-7711,(02)777-7710,64919,19770713,3
00359641,(주)현대푸드시스템,현대푸드시스템,114410,이규성,기타,1345110037695.0,1358135309,서울특별시 강동구 암사동 선사로 111번지 ,www.hyundaifoodsystem.com,미제공,3015-0241,02-3448-2230,56130,19991223,12
00259493,(주)씨엘엘씨디,씨엘엘씨디,035710,이양호,기타,1101111053935.0,2118642297,서울특별시 송파구 가락본동 120-1 성호빌딩 3충 ,www.cllcd.co.kr,미제공,02-3401-9048,02-3401-9049,47919,19940705,12
00159908,케이엠에이치(주),케이엠에이치,009690,김선근,기타,1101110161333.0,1198104667,"경기도 안양시 동안구 관양동 799 안양메가밸리 405,812",www.kmholdings.co.kr,미제공,031-420-4730,02)865-1050,28302,19740307,12
00417963,(주)바이나믹,바이나믹,067850,오승석,기타,1101111774622.0,2208167263,서울특별시 강남구 역삼동 830-9 영광빌딩 3층 ,www.yellowfilm.com,미제공,02-511-7747,02-511-6636,59114,19990916,12
00543523,(주)코크렙제7호위탁관리부동산투자회사,코크렙제7호위탁관리부동산투자회사,086720,이광옥,기타,1101113329631.0,1078670548,서울특별시 강남구 역삼동 736-1,-,미제공,02-787-0063,786-6622,68112,20051025,4
00300566,엔빅스(주),엔빅스,054170,이명노,기타,1101110890023.0,1168147366,서울특별시 영등포구 여의도동 14-3 엔빅스빌딩 ,www.enbigs.com,미제공,02-3787-3787,02)3775-3983,62021,19920917,12
00299376,(주)선팩테크,선팩테크,054010,최민석,기타,1701110116964.0,5038132918,강원도 횡성군 공근면 초원리 660-1 ,www.ubtron.net,미제공,070-8644-5100,054-473-5984,2629,19970225,12
00112068,마이크로닉스(주),마이크로닉스,001190,이한영,기타,1901110000155.0,3018120252,충청북도 진천군 이월면 미잠리 122-23,www.daeyu.com,미제공,02-3438-0700,02-544-5118,13109,19540507,12
00257194,(주)블루스톤디앤아이,블루스톤디앤아이,033720,"김영렬, 김영기",기타,1101110850382.0,1208151379,서울특별시 강남구 역삼동 607-13 삼정빌딩((주)아윌패스 빌딩) 5층 ,www.intus.co.kr,미제공,02  -508 -1700,02  -516 -1539,58221,19920410,12
00477372,(주)신지소프트,신지소프트,078700,강 근 호,기타,1101111916836.0,1058609765,서울특별시 용산구 한남동 123번지 고뫄스빌딩 5층 ,www.sinjisoft.com,미제공,(02)711-6550,02-711-6545,58221,20000328,12
00465410,(주)맥쿼리센트럴오피스기업구조조정부동산투자회사,맥쿼리센트럴오피스기업구조조정부동산투자회사,076850,"대표이사 조주현,김정호",기타,1101112914342.0,1048184859,서울특별시 중구 소공동 소공동한화빌딩 6층,http://www.macquarie.co.kr/property,미제공,02-3705-8716,02-3782-2888,68112,20031212,6
00331760,테스텍(주),테스텍,048510,하 상 원,기타,1615110021380.0,3128134270,경기도 화성시 동탄면 오산리 830번지 ,www.testech.co.kr,미제공,031-371-5500,041 -529 -3003,29271,19961102,12
00200761,(주)중앙디자인,중앙디자인,030030,"변인근, 임명환, 최의종(각자대표)",기타,1101110760937.0,1048126539,서울특별시 중구 남창동 51-1 ,www.jad.co.kr,미제공,(02)311-6414,(02)311-6426,73201,19910322,12
00268297,(주)에코페트로시스템,에코페트로시스템,042870,김성욱,기타,1501110030093.0,3018130686,서울특별시 성동구 성수2가 315-58 한서빌딩 7층 ,http://www.ilryung.co.kr,미제공,02-511-6964,02-511-6977,46800,19970721,12
00161301,한림창업투자(주),한림창업투자,021060,"최석찬, 강성교",기타,1601110015572.0,3058109360,서울특별시 서초구 반포동 49-5 주호빌딩 7층 ,www.hallimventure.com,미제공,02  -511 -6102,02  -511 -6108,64209,19880928,12
00237260,(주)헤쎄나,헤쎄나,036270,"오 정 완, 윤 상 섭(공동대표이사)",기타,1243110028898.0,1348123488,경기도 안산시 원시동 776-3 ,www.ados.co.kr,미제공,02-517-8350,031 -493 -2525,2642,19900716,12
00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1,미래에셋굿라이프혼합형자녀를위한투자회사10-1,037510,미래에셋자산운용투자자문(주),기타,1101111815228.0,2118689098,서울특별시 영등포구 여의도동 45-1 미래에셋빌딩 ,www.mirae.co.kr,미제공,-    -,-    -,64201,19991124,11
00107358,(주)일공공일안경콘택트,일공공일안경콘택트,032030,윤병노,기타,1801110057182.0,6228106249,서울특별시 영등포구 문래동3가 54-66 에이스하이테크시티 4동 504호 ,www.1001optical.com,미제공,02-3454-1001,02-3454-1543,46493,19850531,12
00267474,(주)지앤알,지앤알,043630,박준오,기타,1748110007503.0,5158105068,광주광역시 북구 월출동 970-106 ,www.gnrinc.kr,미제공,02-2105-7123,02-2105-7121,27112,19930730,12
00134051,(주)셀런,셀런,013240,송성호,기타,1701110013966.0,5138103235,광주광역시 북구 오룡동 1110-22,www.celrun.com,미제공,02-2045-6614,02-2045-6891,26,19780412,12
00231521,(주)핸디소프트,핸디소프트,032380,권석호,기타,1101110747943.0,1148145926,"서울특별시 서초구 서초동 1602-5번지 로얄타워 8층~12층,15층 ",www.handysoft.co.kr,미제공,02  -3479-5640,02  -3479-5599,58221,19910210,12
00535588,네오세미테크(주),네오세미테크,089240,"공동대표이사 박동창, 송준석, 김근",기타,1501110040779.0,3018137791,인천광역시 연수구 송도동 7-14 ,www.neosemitech.com,미제공,032-720-1100,032-720-1107,2612,19990805,12
00347363,(주)에이치원바이오,에이치원바이오,052310,Robin Carl Tampoe,기타,1101111325160.0,2118643511,"서울특별시 강남구 삼성동 77-11,12 ",www.drimone.co.kr,미제공,02-2105-6700,02-2105-6789,58221,19960925,12
00269287,(주)보홍,보홍,041320,이근욱,기타,1101110990980.0,1058161543,서울특별시 강남구 논현동 251 ,www.bohongcorp.com,미제공,02-3496-4400,02-521-0594,46521,19931206,12
00416706,(주)유에이블,유에이블,071530,고의현,기타,1101110698914.0,2158102064,서울특별시 강남구 대치동 995-16 유화빌딩 2층 ,www.uable.co.kr,미제공,02-3446-3325,02-3446-4334,15129,19900516,12
00167378,(주)희훈디앤지,희훈디앤지,019640,"김재혁, 허  헌",기타,1101110513609.0,1118110864,서울특별시 강남구 논현동 66-11 ,www.heehoon.co.kr,미제공,02-512-2081,02  -337 -6324,42,19861217,12
00191108,(주)엘앤씨피,엘앤씨피,015390,최형석,기타,1201110038697.0,1228116626,충청북도 충주시 주덕읍 당우리 822-13 ,www.kysys.co.kr,미제공,02-337-9090,032-548-3916,20491,19810309,12
00114321,(주)데코,데코,013650,박성경,기타,1101110242985.0,2148107256,서울특별시 송파구 오금동 24-2번지 ,www.deco.co.kr,미제공,02-2145-1372,02  -2145-1367,14112,19781209,12
00250775,에듀아크,에듀아크,046350,한데이브경환,기타,1201110063868.0,1378101130,인천광역시 서구 가좌동 178-196 ,edu-ark.com,미제공,02-798-5910,027985922,2622,19910114,12
00475286,동북아1호선박투자회사,동북아1호선박투자회사,078420,김연신,기타,1801110473809.0,6078167664,부산광역시 사상구 모라동 795-22,-,미제공,02-746-7000,02-746-7006,71531,20040116,12
00268020,(주)쏠라엔텍,쏠라엔텍,030390,"김 재 철, 이 동 화 (각자대표)",기타,1101110191900.0,1168120163,"서울특별시 서초구 서초동 1677-14 케이비빌딩 4,5층 ",www.dubank.co.kr,미제공,02-525-1110,02-525-2420,46599,19760216,12
00128759,캠브리지코오롱(주),캠브리지코오롱,004620,오원선,기타,1341110000517.0,1238100559,경기도 과천시 별양동 1-22 ,www.cambridge.co.kr,미제공,02-3677-8140,02-584-9268,14111,19660610,12
00261188,(주)글로포스트,글로포스트,037830,문원호,기타,1101111569958.0,2148624959,서울특별시 서초구 잠원동 28-1 ,www.glopost.co.kr,미제공,02-2106-7500,025110877,58221,19980728,12
00344746,(주)유티엑스,유티엑스,045880,이성암,기타,1201110163250.0,1398134831,서울특별시 금천구 가산동 371-28 우림라이온스밸리 B동 13층 ,www.i-utx.com,미제공,02-2103-3000,02-2103-3100,26410,19971212,9
00153551,(주)허메스홀딩스,허메스홀딩스,012400,김광선,기타,1101110216047.0,1198105220,서울특별시 강남구 삼성동 159 코엑스상사전시장 C-28 ,www.hermesholdings.co.kr,미제공,02-2071-0900,02-2071-0901,26429,19770705,12
00359614,(주)리더컴,리더컴,056140,박문기,기타,1101111571755.0,2208153788,경기도 화성시 장안면 수촌리 877-23,http://leadercomm.co.kr,미제공,031-351-3751,031-351-3750,26410,19980801,12
00231567,주식회사 애드모바일,애드모바일,032600,김용석,기타,1101111166837.0,1208151156,서울특별시 강서구 가양동 1458-9 동남빌딩 2층,www.kdline.co.kr,미제공,02-518-0101 (변광섭),02-518-0133,58221,19950614,12
00358545,(주)동서정보기술,동서정보기술,055000,이희봉,기타,1101111259525.0,2208103653,서울특별시 강남구 대치동 997-4 ,http://www.dsit.co.kr,미제공,02-565-4510 (220),02-3453-4552,58221,19960410,12
00223346,(주)쓰리디넷,쓰리디넷,035400,민봉기,기타,1101110829501.0,2148607080,서울특별시 강남구 개포동 1228-1 세영빌딩 5층,vsst.com,미제공,070-7435-8500,02-804-2399,58221,19920115,12
00174129,(주)제일저축은행,제일저축은행,024100,이용준,기타,1101110090350.0,2158133698,서울특별시 송파구 가락동 99-3,www.jeilbank.co.kr,미제공,02-405-2000,02)449-8457,64131,19680622,6
00114826,제일창업투자(주),제일창업투자,026540,황순태,기타,1701110044834.0,5018111538,서울특별시 중구 충무로 2가 64-5 ,www.kfvc.co.kr,미제공,02  -775 -7302,02  -775 -7305,64209,19900524,12
00173333,(주)현대DSF,현대DSF,016510,하병호(河炳鎬),기타,1812110002811.0,6208100730,울산광역시 남구 삼산동 1521-1,www.e-hyundai.com,미제공,052-228-2233,052)228-1334,47111,19821126,12
00687599,(주)네프로아이티,네프로아이티,950030,카나이 타케시,기타,미제공,24377,일본 도쿄도 주오구 쿄바시 1-11-8번지 니시긴빌딩 5층,www.nepro.jp/it/,미제공,81-3-6803-3980,03-6803-3981,63991,20000209,3
00256292,(주)자강,자강,036790,최준우,기타,1101111303728.0,2138626745,경기도 성남시 분당구 야탑동 514-1 신도리코BD 6F ,www.zakang.co.kr,미제공,031 -789 -9058,031-707-1525,2642,19960731,12
00271431,케이엠에스(주),케이엠에스,038830,이태현,기타,1101110954829.0,1198116256,경기도 안양시 동안구 관양동 900-1 폴리켐빌딩 4층 ,www.kmscorp.co.kr,미제공,031-424-0093,02-3463-1006,2642,19930701,12
00154727,(주)에버리소스,에버리소스,020070,김영수,기타,1201110041492.0,1398114868,인천광역시 남동구 논현동 448-1 예성아이라이프 804 ,www.ever-res.com,미제공,02-508-0104,02-508-0189,46510,19870701,12
00246189,제이에스(주),제이에스,037110,임은섭,기타,1312110003653.0,1268116157,경기도 이천시 호법면 안평리 67-2 ,www.korfirst.co.kr,미제공,031-638-8731(215),02-532-0310,2642,19940905,12
00154204,태창기업(주),태창기업,007490,김희주,기타,1801110018663.0,6218105102,경상남도 고성군 회화면 배둔리 87번지,www.tce.co.kr,미제공,055-672-3657,055-672-3627,13401,19560901,12
00152631,(주)에이치비이에너지,에이치비이에너지,017300,한상업,기타,1753110001281.0,5138102065,경상북도 구미시공단동 170,www.kds21.com,미제공,02-2016-6227,02-2016-6239,26,19831020,12
00358095,(주)코어비트,코어비트,056850,김지태,기타,1301110022929.0,1248121692,서울특별시 강남구 논현동 61-5 디엠씨씨빌딩 801호 ,www.corebit.co.kr,미제공,02-544-1500,02-544-1560,58221,19930923,12
00510215,동북아8호선박투자회사,동북아8호선박투자회사,082110,김연신,기타,1801110501709.0,6068189078,부산광역시 사상구 모라동 795-22,-,미제공,02-746-7000,02-746-7006,71531,20041119,12
