회사코드,회사명,요약_HTML
976615,틸론,"```html
<div class=""company-report"">
    <h2 class=""company-name"">틸론 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 틸론은 소프트웨어 개발 및 판매를 주력으로 하는 IT 기업으로, 클라우드 컴퓨팅 및 가상화 기술에 중점을 두고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 틸론은 클라우드 가상 데스크톱 솔루션, 화상회의 협업솔루션, 가상화 망연계 솔루션, 가상화 데이터 삭제 인증 솔루션 등을 제공하며, 특히 DaaS(Desktop as a Service) 형태로 구독형 서비스를 운영합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> Dstation 및 엘클라우드와 같은 가상데스크톱 솔루션을 포함하여 메타버스 오피스 솔루션, 블록체인 기반 전자문서 유통관리 기술 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 틸론의 주요 고객은 클라우드 기반 가상화 솔루션을 필요로 하는 기업 및 기관으로, 다양한 산업 분야에 걸쳐 서비스를 제공하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 틸론은 가상화 기술을 메타버스로 확장하여 새로운 시장을 개척하고 있으며, NFT 발급 사업을 통해 블록체인 기술을 적극적으로 활용하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 틸론은 메타버스와 블록체인 기술을 접목하여 혁신적인 솔루션을 지속적으로 개발하며, 가상공간과 현실공간의 융합을 통해 시장을 선도할 것으로 기대됩니다.</p>
</div>
```"
977377,에이비온,"```html
<div class=""company-report"">
    <h2 class=""company-name"">에이비온 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 에이비온은 바이오 및 제약 산업에 속하여 코스닥에 상장된 바이오기업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 에이비온은 동반진단 기반의 항암제 신약 및 신약 후보물질을 개발하는 데 중점을 두고 있으며, 특히 미충족 의료수요 해결을 위한 바이오마커 중심의 연구를 진행하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 에이비온의 주요 파이프라인으로는 비소세포폐암 표적항암제인 ABN401, 광범위 항바이러스 치료제 ABN101, 클라우딘3 단백질을 표적하는 ABN501 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 글로벌 시장을 대상으로 하며, 환자 맞춤형 치료를 위한 차세대 의료 패러다임을 제시하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 에이비온은 2021년 9월 코스닥 시장에 상장하였으며, 최근 신용등급은 B0로 평가받고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 에이비온은 바이오마커 발굴 및 연구를 통해 암 치료의 효과를 높이고, 글로벌 시장에서 경쟁력을 강화할 것으로 기대됩니다.</p>
</div>
```"
977641,하이로닉,"```html
<div class=""company-report"">
    <h2 class=""company-name"">하이로닉 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 의료기기 제조 및 판매업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 하이로닉은 의료기기와 피부미용 기기의 제조, 판매 및 수출을 주요 사업으로 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 집속초음파와 레이저 의료기기, 피부미용 기기 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주요 고객은 국내 병의원 및 해외 의료기기 유통상이며, 주요 시장으로는 아시아와 유럽 등 해외 각지가 포함됩니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 하이로닉은 지속적인 제품 개발과 해외 인증 취득을 통해 사업 영역을 확장하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 피부미용 의료시장에서 높은 성장성을 보이며, 국내외 유통망을 강화하여 시장 지배력을 확대할 전망입니다.</p>
</div>
```"
977650,엔케이맥스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">엔케이맥스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 엔케이맥스는 바이오테크놀로지 산업에 속해 있으며, 면역세포치료제 및 면역진단을 주축으로 하는 업종입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 엔케이맥스는 면역세포치료제 개발을 중심으로 면역진단키트, 건강기능식품 판매, 바이오 연구용 시약 사업을 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 슈퍼NK 면역세포치료제, NK Vue® Kit, 건강기능식품 NK365, 다양한 바이오 연구용 시약이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 엔케이맥스는 국내와 미국, 멕시코를 비롯한 글로벌 시장에 진출하여 다양한 의료 기관과 연구기관을 대상으로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 엔케이맥스는 한국과 미국에서 GMP 생산시설을 확보하고, 여러 임상시험을 통해 면역세포치료제의 글로벌 공급을 확대하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 엔케이맥스는 면역세포치료제의 글로벌 공급 확장을 통해 바이오 분야에서의 성장을 도모하며, 지속적인 연구개발로 혁신적인 해결책을 제시할 계획입니다.</p>
</div>
```"
977696,넥스쳐,"```html
<div class=""company-report"">
    <h2 class=""company-name"">넥스쳐 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 넥스쳐는 창조적 아이디어와 뉴미디어 기술을 기반으로 하는 게임 산업에 속해 있으며, 높은 부가가치를 창출하는 문화콘텐츠 산업의 일환으로 자리하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 넥스쳐는 소셜 네트워크 게임을 개발 및 제공하며, 모바일 게임 산업에서 글로벌 시장으로의 사업 영역 확장을 계획하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 넥스쳐는 ""아이러브커피"", ""아이러브파스타"", ""아이러브니키"" 등 다양한 소셜 네트워크 게임을 제공하고 있으며, 이 게임들은 소셜 네트워크의 특성을 잘 살려 인기를 얻고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 넥스쳐는 주로 모바일 플랫폼을 통해 국내외 사용자들에게 게임을 공급하며, 특히 중국 및 동남아 시장으로의 진출을 통해 글로벌 유저 기반을 확보하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 넥스쳐는 ""아이러브"" 시리즈의 성공을 바탕으로 소셜 네트워크의 특성을 접목한 게임 개발을 지속하며, 퍼블리셔로의 사업 구조 변화를 모색하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 넥스쳐는 IP 경쟁력 강화와 글로벌 시장 확장을 통해 향후 높은 성장 가능성을 기대하고 있으며, 지속적인 콘텐츠 업데이트와 게임 운영 능력을 바탕으로 시장에서의 경쟁력을 높일 계획입니다.</p>
</div>
```"
978075,머니무브,"```html
<div class=""company-report"">
    <h2 class=""company-name"">머니무브 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 머니무브는 금융 기술 산업에 속하며, 주로 중소기업 및 벤처기업으로 분류됩니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 머니무브는 금융 기술 솔루션을 제공하며, 연결대상 종속회사의 관리와 운영을 주된 사업으로 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 금융 솔루션과 관련된 다양한 서비스와 제품을 제공하며, 이를 통해 고객의 금융 환경을 혁신합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 머니무브는 중소기업과 벤처기업을 주요 고객으로 하며, 코넥스 시장에 상장되어 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 머니무브는 2013년 7월 1일 코넥스 시장에 상장되었으며, 활발히 금융 기술 시장에서 입지를 다지고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 금융 기술 산업의 지속적인 성장과 혁신을 통해 머니무브는 향후 더욱 큰 발전 가능성과 시장 확대를 기대할 수 있습니다.</p>
</div>
```"
980043,비큐AI,"```html
<div class=""company-report"">
    <h2 class=""company-name"">비큐AI 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> IT 및 데이터 기술 산업에 속하며, 데이터 관리와 인공지능 기술을 통해 다양한 분야에 기여합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 비플라이소프트는 데이터 전처리 및 빅데이터 기술을 중심으로, 다양한 고급 지식 데이터를 수집하고 아카이브하여 제공하는 MCP로서 활동합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> AIROOT 플랫폼을 활용하여 뉴스, 미디어, 법률, 경제 및 기업 정보 등 다양한 섹터의 데이터를 수집하고 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내 주요 기업 및 AI 학습 데이터 시장을 대상으로 하며, 다양한 산업 분야의 기업 고객에게 서비스를 제공합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 비플라이소프트는 기존 뉴스 미디어 플랫폼 사업의 안정적 운영을 기반으로 AI 학습 데이터를 공급하며, 데이터 전처리 시장에서의 입지를 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 향후 데이터 중심 인공지능 도입을 통한 사업 확장과 플랫폼 개발로 매출과 시장점유율의 증대를 목표로 하고 있습니다.</p>
</div>
```"
980122,JB금융지주,"```html
<div class=""company-report"">
    <h2 class=""company-name"">JB금융지주 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 금융 지주회사 산업에 속하여 금융 자산 관리 및 운용 업무를 수행합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> JB금융지주는 자회사 경영관리와 자금지원 및 조달을 주요 사업으로 영위하며, 주수익원은 자회사의 배당수익입니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 전북은행, 광주은행의 은행업 및 JB우리캐피탈의 여신전문금융업, JB자산운용의 집합투자업 등을 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 한국 국내 금융 시장을 중심으로 다양한 금융 서비스를 제공합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> JB금융지주는 안정적인 신용등급 AA+를 유지하며 금융 시장에서의 입지를 공고히 하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 금융업 전반의 디지털화와 혁신을 통해 지속적인 성장을 기대하고 있습니다.</p>
</div>
```"
982023,실리콘투,"```html
<div class=""company-report"">
    <h2 class=""company-name"">실리콘투 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 실리콘투는 E-Commerce 및 유통 산업에 속하며, K-Beauty 브랜드를 중심으로 사업을 전개합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 실리콘투는 자사 플랫폼 'Stylekorean.com'을 통해 전 세계 약 180여 개국에 K-Beauty 제품을 역직구로 판매하며, 기업 고객에게 수출합니다. 또한, 해외 지사와 물류센터를 기반으로 유통 사업을 활발히 영위합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 실리콘투는 한국의 다양한 K-Beauty 브랜드 제품을 소싱 및 공급하며, Stylekorean Retail 및 Wholesale 플랫폼을 통해 온라인 쇼핑몰을 운영합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 실리콘투는 글로벌 시장을 목표로 하며, 주로 K-Beauty에 관심 있는 전 세계 고객을 대상으로 제품을 제공합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 실리콘투는 코스닥시장에 상장되어 있으며, 최근에는 AGV 물류로봇 시스템을 도입하여 물류 서비스를 고도화하였습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 실리콘투는 중소기업 및 영세 브랜드의 해외 진출을 지원하며, SNS 기반 마케팅을 통해 E-Commerce 환경 변화에 적응하고자 합니다.</p>
</div>
```"
983040,한진칼,"```html
<div class=""company-report"">
    <h2 class=""company-name"">한진칼 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 한진칼은 지주회사로, 주로 물류, 항공운송, 호텔업 등 다양한 업종에 진출해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 한진칼은 지주회사로서 자회사들의 경영을 지배하며, 주로 상표권 사용 수익과 배당 수익을 통해 수익을 창출하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 한진칼의 주요 자회사들은 항공운송, 물류, 호텔 서비스 등을 제공하고 있습니다. 예를 들어, 대한항공은 항공운송과 항공우주 사업을, 한진은 물류와 택배 사업을 운영합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 한진칼의 자회사들은 국내외 다양한 시장에 진출해 있으며, 특히 대한항공은 39개국 101개 도시에 항공 서비스를 제공하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 한진칼은 자회사의 자율경영을 지원하며, 지속 가능한 경영을 위해 친환경 에너지 사업에도 주력하고 있습니다. 최근에는 항공화물 시장과 여객 수요 회복에 대응하여 매출을 증대시켰습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 한진칼은 디지털 플랫폼 사업과 친환경 사업을 확대하여 향후 성장을 도모하고 있으며, 글로벌 물류 솔루션 제공을 통해 국제 시장에서도 경쟁력을 강화할 계획입니다.</p>
</div>
```"
983271,엔에이치엔,"```html
<div class=""company-report"">
    <h2 class=""company-name"">엔에이치엔 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 엔에이치엔은 온라인 및 모바일 게임, 결제 서비스, 커머스, 콘텐츠 서비스, 클라우드 기술 등을 포함한 다양한 산업 분야에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 엔에이치엔은 게임 사업, 간편결제 서비스, 커머스, 웹툰 및 음원 유통, 클라우드 기술 서비스를 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품 및 서비스로는 온라인 게임, 모바일 게임, 'PAYCO' 간편결제, 웹툰 '코미코', 음원 서비스 '벅스', 클라우드 서비스 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 엔에이치엔은 주로 국내 시장에서 게임, 결제, 광고 서비스를 제공하며, 일본을 포함한 해외 시장에서는 모바일 게임과 웹툰 서비스를 운영하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2023년 말 기준으로, 엔에이치엔은 2조 2,696억 원의 매출을 기록하며 전년 대비 7.3%의 매출 증가를 달성하였습니다. 영업이익 또한 42.4% 증가하며 556억 원을 기록했습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 엔에이치엔은 AI 및 핀테크 등 첨단 기술 분야에 대한 연구개발을 지속하며, 향후 이러한 기술을 활용한 사업 확장을 통해 성장을 도모하고 있습니다.</p>
</div>
```"
983916,HLB제넥스,"```html
<div class=""company-report"">
    <h2 class=""company-name"">HLB제넥스 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> HLB제넥스는 생명 공학과 바이오 헬스케어 산업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> HLB제넥스는 미생물 대사를 이용한 맞춤형 효소 개발과 마이크로바이옴 신약 개발을 주력으로 하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 마이크로바이옴 신약, 산업용 특수 효소, 바이오 헬스케어 소재 제품이 포함됩니다.</p>
    <p class=""market""><strong>주요 시장:</strong> HLB제넥스는 의약, 환경, 식품 등 다양한 분야의 시장을 대상으로 사업을 전개하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> HLB제넥스는 효소 및 신약 개발을 통해 기술성 평가를 인정받아 2015년에 코스닥에 상장되었습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 마이크로바이옴 신약 사업의 다각화와 신규 치료제 개발을 통한 글로벌 시장 진출이 기대됩니다.</p>
</div>
```"
983934,아이스크림에듀,"```html
<div class=""company-report"">
    <h2 class=""company-name"">아이스크림에듀 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 에듀테크 산업에 속하며, 디지털 멀티미디어 콘텐츠 제작 및 학습기 기반의 교육 프로그램을 제공하는 업종입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 아이스크림에듀는 영유아부터 중등학생까지 대상으로 한 자기주도학습 프로그램 '아이스크림홈런'을 주요 사업으로 운영합니다. 이외에도 AI기반 학습 프로그램과 다양한 온오프라인 융합 서비스 모델을 개발 중입니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 대표 제품으로는 '아이스크림 홈런', '홈런중등', '리틀홈런', '홈런 스마트 학습센터' 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 국내 초등 교육 시장을 중심으로 하여 유아 및 중등 교육 시장으로의 확장을 꾀하고 있으며, 글로벌 시장 진출을 준비 중입니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 아이스크림에듀는 2019년 코스닥시장에 상장하였으며, 지속적인 R&D 투자와 AI기술을 통해 맞춤 학습 서비스를 강화하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 스마트 학습지 시장의 확대와 AI기술의 발전에 힘입어, 아이스크림에듀의 시장 내 지배력은 더욱 강해질 것으로 예상됩니다.</p>
</div>
```"
985686,큐브엔터,"```html
<div class=""company-report"">
    <h2 class=""company-name"">큐브엔터 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 큐브엔터는 종합 엔터테인먼트와 유통 산업에 속해 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 큐브엔터는 신인 아티스트 육성과 소속 아티스트의 음반 기획, 제작, 홍보, 공연, 매니지먼트 등을 통해 글로벌 K-Pop 시장을 선도하고 있습니다. 또한 태국 과채 주스 브랜드 팁코를 독점 유통하고 있으며, 일본에서 화장품 유통 사업도 진행하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 큐브엔터는 음반, 공연 콘텐츠, 아티스트 매니지먼트 서비스, 태국 팁코 주스, 그리고 일본에서 화장품을 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 큐브엔터는 국내뿐만 아니라 일본, 중국 등 다양한 해외 시장에도 진출해 있으며, K-Pop 팬들을 주 고객으로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 큐브엔터는 2015년 코스닥 상장 이후 지속적으로 성장하고 있으며, 2023년 엔터테인먼트 부문 매출은 80,652백만 원으로 전체 매출의 56.7%를 차지하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 큐브엔터는 글로벌 K-Pop 열풍을 지속적으로 선도할 것으로 예상되며, 해외 시장에서의 매니지먼트 및 유통 사업 확장을 통해 성장할 가능성이 높습니다.</p>
</div>
```"
986898,팜스빌,"```html
<div class=""company-report"">
    <h2 class=""company-name"">팜스빌 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 바이오헬스케어 및 건강기능식품 제조업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 팜스빌은 건강기능식품과 건강지향식품의 개발, 제조, 유통을 중심으로 하는 B2C 전자상거래 플랫폼과 다양한 유통 채널을 운영하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 애플트리 김약사네, 악마다이어트, 비타민스토리 등 다양한 건강기능식품 브랜드를 보유하고 있으며, 개별 맞춤형 건강식품을 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 팜스빌은 국내 홈쇼핑, 드럭스토어, 이마트 등과 제휴를 맺고 있으며, 싱가폴, 태국, 미국 등 해외 시장에도 진출하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 팜스빌은 마이크로바이옴 연구를 통해 질병 예방을 위한 플랫폼을 구축하고 있으며, 다양한 기능성 유산균 및 건강 기능 식품의 개발을 진행 중입니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 팜스빌은 글로벌 R&D 센터를 통해 연구개발을 강화하고, 마이크로바이옴 시장의 성장에 발맞춰 세계적인 기업으로 성장할 가능성이 높습니다.</p>
</div>
```"
988364,SGA솔루션즈,"```html
<div class=""company-report"">
    <h2 class=""company-name"">SGA솔루션즈 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 정보 보안 솔루션 산업에 속하며, 다양한 보안 분야를 아우르는 통합 보안 솔루션을 제공합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> SGA솔루션즈는 서버 보안, 클라우드 보안, 차세대 보안, 응용 보안, 제로 트러스트 보안 등 다양한 보안 솔루션 사업을 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 주요 제품으로는 보안 솔루션과 관련된 소프트웨어 및 IT 서비스 등이 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 주요 고객은 IT 보안을 필요로 하는 다양한 산업 분야의 기업들이며, 국내외 시장에 진출해 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> SGA솔루션즈는 지속적으로 보안 솔루션을 강화하고 있으며, 신기술사업 투자 및 관리에도 집중하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 향후 신기술 분야에서의 투자를 통해 성장 가능성을 높이며, 보안 솔루션의 발전과 함께 시장 확대를 꾀하고 있습니다.</p>
</div>
```"
989619,알테오젠,"```html
<div class=""company-report"">
    <h2 class=""company-name"">알테오젠 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 알테오젠은 바이오의약품 산업에 속하며, 주로 바이오의약품 연구, 개발 및 판매에 집중하고 있습니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 알테오젠은 플랫폼 기술을 기반으로 바이오시밀러, 바이오베터, 바이오 신약 등의 연구개발, 생산 및 판매를 주요 사업으로 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 알테오젠은 재조합 히알루로니다제(ALT-B4), 아일리아 바이오시밀러(ALT-L9), 차세대 항암항체치료제, 지속형 성장호르몬 제품 등을 개발하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 알테오젠은 글로벌 제약업체와의 기술수출 및 국내외 주요 제약사와의 협력을 통해 글로벌 시장을 타겟으로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 알테오젠은 기술성장기업으로 2014년 코스닥에 상장되었으며, 여러 바이오의약품의 상업화를 앞두고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 알테오젠은 자체 기술과 제품의 경쟁력을 바탕으로 향후 글로벌 바이오의약품 시장에서의 성장을 목표로 하고 있습니다.</p>
</div>
```"
990165,아세아시멘트,"```html
<div class=""company-report"">
    <h2 class=""company-name"">아세아시멘트 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 아세아시멘트는 건설 및 자재 산업에 속하며, 주로 시멘트와 레미콘을 제조 및 판매합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 아세아시멘트는 시멘트, 레미콘의 제조 및 판매를 주력으로 하며, 종속회사를 통해 창업투자업, 농업, 부동산임대 및 공원관리운영업도 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 아세아시멘트는 시멘트, 레미콘, 몰탈, 골재를 주요 제품으로 제공하며, 다양한 특수제품을 개발하여 변화와 혁신을 주도하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 아세아시멘트는 국내 시장을 중심으로 시멘트를 공급하며, 해외 수출도 가능하여 안정적인 유통망을 갖추고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 아세아시멘트는 2023년 연결매출액 1조 2,005억 원을 기록했으며, 건설 경기 침체에도 불구하고 판매 단가 현실화로 매출을 유지하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 아세아시멘트는 향후 환경 규제 대응을 위한 설비 투자와 더불어 고부가가치 제품 생산을 통해 수익 극대화를 추진하며, 바이오/의료 및 ICT 서비스 분야로의 투자 확대를 계획하고 있습니다.</p>
</div>
```"
990262,피노텍,"```html
<div class=""company-report"">
    <h2 class=""company-name"">피노텍 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 피노텍은 소프트웨어 산업에 속하며, IT서비스와 관련된 다양한 솔루션을 제공합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 피노텍은 비대면 담보대출 솔루션, 금융 거래 통합 솔루션 등 핀테크 기반의 다양한 IT서비스를 제공합니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 비대면 실명확인 솔루션, 로보카운슬링 기술, 전자문서 및 자필서명 인증 기술을 포함한 다양한 핀테크 솔루션을 제공합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 피노텍은 금융기관과 IT서비스 시장을 주된 타겟으로 하며, 국내외 다양한 금융기관에 솔루션을 제공합니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 피노텍은 핀테크 솔루션 시장에서 경쟁력을 확보하고 있으며, 지속적인 기술 개발을 통해 시장 점유율을 확대하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 정부의 핀테크 산업 활성화 정책과 디지털 금융 전환에 힘입어 피노텍은 향후 성장 가능성이 높으며, 시장 주도형 기업으로 발전할 전망입니다.</p>
</div>
```"
990396,뿌리깊은나무들,"```html
<div class=""company-report"">
    <h2 class=""company-name"">뿌리깊은나무들 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 종합 콘텐츠 제작 및 미디어 산업입니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 콘텐츠 제작, 배우 매니지먼트, 스포츠 마케팅, 스튜디오 사업을 주력으로 하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 대하사극, 영화, 웹드라마 등 다양한 콘텐츠 제작과 메타버스 플랫폼 기반의 신유통사업을 제공하고 있습니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 콘텐츠와 미디어를 중심으로 한 국내외 시장을 타겟으로 하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 2017년 코넥스 시장에 상장되어 있으며, 다양한 콘텐츠 제작과 새로운 플랫폼을 통해 사업 범위를 확장하고 있습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 역량 있는 작가들과의 협업을 통해 지속적인 콘텐츠 개발을 추진하며, 메타버스 플랫폼을 활용한 다양한 분야로의 진출을 계획하고 있습니다.</p>
</div>
```"
990819,아티스트스튜디오,"```html
<div class=""company-report"">
    <h2 class=""company-name"">아티스트스튜디오 기업 개요</h2>
    <p class=""industry""><strong>산업/업종:</strong> 아티스트스튜디오는 방송영상물 콘텐츠 산업에 속해 있으며, 주로 드라마, 예능, 공연 콘텐츠를 기획하고 제작합니다.</p>
    <p class=""business""><strong>핵심 사업:</strong> 아티스트스튜디오는 스토리 기반의 콘텐츠 제작을 주된 사업으로 하며, 방송사와 미디어 플랫폼, 해외시장에 콘텐츠를 공급하고 저작권을 활용한 다양한 콘텐츠 사업을 영위하고 있습니다.</p>
    <p class=""products""><strong>주요 제품:</strong> 드라마, 예능 프로그램 및 공연 콘텐츠를 제작하고, NFT, 출판, 드라마 OST 음원, 음반 제작, 유통 서비스 등 IP 부가사업을 진행합니다.</p>
    <p class=""market""><strong>주요 시장:</strong> 아티스트스튜디오는 국내외 방송사 및 OTT 플랫폼을 주요 시장으로 삼고 있으며, 해외 판권 및 방영권을 확보하여 글로벌 시장으로의 진출을 꾀하고 있습니다.</p>
    <p class=""current-status""><strong>현재 상황:</strong> 아티스트스튜디오는 코스닥에 상장된 중소기업으로, 2023년 기준 매출액의 주된 부분이 콘텐츠 제작에서 발생하고 있습니다. 최근 자회사의 청산을 통해 구조 조정을 진행하였습니다.</p>
    <p class=""growth""><strong>성장 전망:</strong> 아티스트스튜디오는 IP 확보를 통한 콘텐츠 사업 확장을 계획하고 있으며, 이를 통해 글로벌 시장에서의 경쟁력을 강화할 전망입니다.</p>
</div>
```"
